REG_NO,SURVEY_ID,created_us,created_da,last_edite,last_edi_1,PUBLISH,DATE,NAME,NUMBER,STREET1,STREET2,TLAND_NAME,TOWN,COUNTY_COD,COUNTY,LOCAL_AUTH,RPS,RMP,VALUE_DESC,ORIGINALTY,INUSETYPE,NIAH_SITE_
50010537,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,,4,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010537
50010538,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,The Candy Store / Prosperity Chambers,5-6,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010538
50010539,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Beshoff,7,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010539
50010540,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1930,Carroll's Irish Gifts,58,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010540
50010541,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1930,Carroll's Irish Gifts,57,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010541
50010542,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1925,Dr Quirkey's Good Time Emporium,55-56,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,building misc,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010542
50010543,SURV030,NIAH,20141008,NIAH,20141008,1,1930 - 1940,XD Theatre,52-54,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,cinema,amusement arcade,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010543
50010544,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1930,Burger King,9-10,O'Connell Street Upper,Cathedral Street,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010544
50010545,SURV030,NIAH,20141008,NIAH,20141008,1,1925 - 1930,Hammam Buildings,11A-13,O'Connell Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010545
50010546,SURV030,NIAH,20141008,NIAH,20141008,1,1925 - 1930,Savoy Cinema,16-17,O'Connell Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,cinema,cinema,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010546
50010547,SURV030,NIAH,20141008,NIAH,20141008,1,1925 - 1930,Savoy Cinema,18,O'Connell Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,cinema,cinema,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010547
50010548,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1935,Madigan's,19,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,office,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010548
50010549,SURV030,NIAH,20141008,NIAH,20141008,1,1925 - 1930,The Gresham Hotel,20-22,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,hotel,hotel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010549
50010550,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1930,Gresham Hotel/Toddy's Bar & Brasserie,23,O'Connell Street Upper,Cathal Brugha Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,hotel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010550
50010551,SURV030,NIAH,20141008,NIAH,20141008,1,1925 - 1935,,45,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,office,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010551
50010552,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1930,O'Connell Street Upper Garda Station,44,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,garda station/constabulary barracks,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010552
50010553,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1930,Ned Kelly Sportsclub,43,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010553
50010554,SURV030,NIAH,20141008,NIAH,20141008,1,1750 - 1755,,42,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,National,house,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010554
50010555,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1940,,,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,post box,post box,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010555
50010560,SURV030,NIAH,20141008,NIAH,20141008,1,1895 - 1900,,,Moore Lane,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,hall,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010560
50010561,SURV030,NIAH,20141008,NIAH,20141008,1,1870 - 1890,Patrick Conway,70,Parnell Street,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,public house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010561
50010613,SURV030,NIAH,20141008,NIAH,20141008,1,1890 - 1895,Father Mathew monument,,O'Connell Street,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,monument,monument,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010613
50010623,SURV030,NIAH,20141008,NIAH,20141008,1,1760 - 1775,The Kingfisher Restaurant,59,Parnell Square West,Parnell Street,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010623
50010624,SURV030,NIAH,20141008,NIAH,20141008,1,1760 - 1775,Sinn Féin Party HQ,58,Parnell Square West,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010624
50010625,SURV030,NIAH,20141008,NIAH,20141008,1,1760 - 1775,Fagan Bergin Solicitors,57,Parnell Square West,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010625
50010626,SURV030,NIAH,20141008,NIAH,20141008,1,1760 - 1775,UCATT House (Union of Construction Allied Trades and Technicians),56,Parnell Square West,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010626
50011199,SURV030,NIAH,20141008,JaneWales,20170411,1,1920 - 1925,,111,Abbey Street Middle,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,print works,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011199
50011215,SURV030,NIAH,20141008,NIAH,20141008,1,1945 - 1950,Custom House,,Custom House Quay,Beresford Place,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,gates/railings/walls,gates/railings/walls,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011215
50011216,SURV030,NIAH,20141008,NIAH,20141008,1,1955 - 1960,Custom House,,Beresford Place,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,statue,statue,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011216
50011219,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1815,,,Custom House Quay,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,gates/railings/walls,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011219
50010604,SURV030,NIAH,20141008,NIAH,20141008,1,1690 - 1730,,,Litton Lane,North Lotts,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,store/warehouse,store/warehouse,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010604
50010301,SURV030,NIAHMaster,20141215,NIAHMaster,20141215,1,1920 - 1940,,,Beresford Place,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,post box,post box,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010301
