REG_NO,SURVEY_ID,created_us,created_da,last_edite,last_edi_1,PUBLISH,DATE,NAME,NUMBER,STREET1,STREET2,TLAND_NAME,TOWN,COUNTY_COD,COUNTY,LOCAL_AUTH,RPS,RMP,VALUE_DESC,ORIGINALTY,INUSETYPE,NIAH_SITE_
50010215,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,The Great Mobile Accessories Shop,,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010215
50011190,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,F.X. Buckley,1a,Talbot Street,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011190
50011191,SURV030,NIAH,20141008,NIAH,20141008,1,1870 - 1890,F.X. Buckley,1a,Talbot Street,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011191
50010216,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Spar,,Talbot Street,Marlborough Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010216
50010217,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Guineys,93,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010217
50010218,SURV030,NIAH,20141008,NIAH,20141008,1,1760 - 1800,Ladbrokes,,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010218
50010219,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1810,Department of Education,,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010219
50010220,SURV030,NIAH,20141008,NIAH,20141008,1,1835 - 1840,Tyrone House (Department of Education),,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,gate lodge,gate lodge,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010220
50010221,SURV030,NIAH,20141008,NIAH,20141008,1,1735 - 1840,Tyrone House (Department of Education),,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,National,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010221
50010222,SURV030,NIAH,20141008,NIAH,20141008,1,1835 - 1840,Department of Education,,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,college,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010222
50010223,SURV030,NIAH,20141008,NIAH,20141008,1,1900 - 1905,Department of Education/Scoil Chaoimhín,,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,college,school,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010223
50010224,SURV030,NIAH,20141008,NIAH,20141008,1,1835 - 1840,Department of Education,,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,model school,conference centre,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010224
50010225,SURV030,NIAH,20141008,NIAH,20141008,1,1855 - 1860,Central Model Schools,,Deverell Place,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,model school,school,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010225
50010226,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1810,Central Model Schools,,Deverell Place,Marlborough Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,church/chapel,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010226
50010227,SURV030,NIAH,20141008,NIAH,20141008,1,1835 - 1840,,,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,gate lodge,gate lodge,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010227
50010228,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1930,Saint Mary's Pro-Cathedral,,Marlborough Street,Cathedral Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,National,church/chapel,cathedral,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010228
50010238,SURV030,NIAH,20141008,NIAH,20141008,1,1900 - 1910,,,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,post box,post box,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010238
50010239,SURV030,NIAH,20141008,NIAH,20141008,1,1785 - 1805,Carthy Jewellers,84,Marlborough Street,Cathedral Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010239
50010240,SURV030,NIAH,20141008,NIAH,20141008,1,1785 - 1805,Casanostra Restaurant & Cafe,85,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010240
50010241,SURV030,NIAH,20141008,NIAH,20141008,1,1880 - 1900,The Confession Box,88,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010241
50010242,SURV030,NIAH,20141008,NIAH,20141008,1,1800 - 1840,,89,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010242
50011019,SURV030,NIAH,20141008,NIAH,20141008,1,1850 - 1870,Value4u,15,Earl Street North,Marlborough Street,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011019
50010254,SURV030,NIAH,20141008,NIAH,20141008,1,1770 - 1790,Ice Babe,14,North Earl Street,Marlborough Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010254
50010255,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Meteor,13,Earl Street North,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010255
50010256,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1900,Guineys,10,Earl Street North,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010256
50010262,SURV030,NIAH,20141008,NIAH,20141008,1,1730 - 1770,Speaks Hair and Fashion/Shining Hostel,92,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010262
50010263,SURV030,NIAH,20141008,NIAH,20141008,1,1730 - 1770,The Compassion Centre,93,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010263
50010264,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1930,,,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,building misc,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010264
50010408,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1760,,94,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010408
50010413,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1760,,95,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010413
50010269,SURV030,NIAH,20141008,NIAH,20141008,1,1780 - 1800,Gem News/The City Gem,5-9,Lower Abbey Street,Marlborough Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010269
50010270,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1825,The Flowing Tide,9/108,Lower Abbey Street,Marlborough Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,public house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010270
50010271,SURV030,NIAH,20141008,NIAH,20141008,1,1815 - 1905,Dublin Central Mission,,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,church/chapel,church/chapel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010271
50010272,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Spar/O'Briens,9-9b,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010272
50010273,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Veritas Building,7-8,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010273
50010274,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Reynolds,6,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010274
50010276,SURV030,NIAH,20141008,NIAH,20141008,1,1925 - 1930,Wynns Hotel,36-38,Lower Abbey Street,Harbour Court,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,hotel,hotel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010276
50010277,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1925,Iarnród Éireann Travel Centre,35,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,museum/gallery,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010277
50010278,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,,34,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010278
50010279,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Euro2,32-33,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010279
50010280,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Photocare,31,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010280
50010281,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Club Travel,30,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010281
50010282,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Budget Travelshop,29,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010282
50011027,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1760,Plough,28,Lower Abbey Street,Marlborough Street,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011027
50010283,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,The Plough,109,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010283
50010284,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,Del Rio's Café,110,Marlborough Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010284
50010285,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,E.J. Riley,111,Marlborough Street,Harbour Court,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010285
50010286,SURV030,NIAH,20141008,NIAH,20141008,1,1880 - 1900,Scots Presbyterian Hall,,Lower Abbey Street,Old Abbey Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010286
50010287,SURV030,NIAH,20141008,NIAH,20141008,1,1865 - 1870,Scots Presbyterian Church,,Lower Abbey Street,Old Abbey Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,church/chapel,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010287
50010288,SURV030,NIAH,20141008,NIAH,20141008,1,1835 - 1840,Age Action,12B,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,bank/financial institution,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010288
50010289,SURV030,NIAH,20141008,NIAH,20141008,1,1835 - 1895,FBC,12C,Lower Abbey Street,Northumberland Square,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,gospel hall,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010289
50010290,SURV030,NIAH,20141008,NIAH,20141008,1,1910 - 1915,The Salvation Army,,Lower Abbey Street,Northumberland Square,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,hostel (charitable),hostel (charitable),http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010290
50010291,SURV030,NIAH,20141008,NIAH,20141008,1,1900 - 1910,,,Lower Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,post box,post box,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010291
50010294,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Isaac's Hostel/Beauty Angel,57,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010294
50010292,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,The Irish Catholic,55,Gardiner Street Lower,Frenchman's Lane,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010292
50010293,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Isaac's Hostel,56,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010293
50010295,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1940,Paddy's Palace,5,Beresford Place,Gardiner Street Lower,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010295
50010296,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1795,,4,Beresford Place,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010296
50010297,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1795,Apostolatus Maris/Stella Maris,3,Beresford Place,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010297
50010298,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1795,Isaac's Hotel,2,Beresford Place,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hotel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010298
50010299,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1795,Hotel Isaac's/Gandon House,1,Beresford Place,Store Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hotel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010299
50010300,SURV030,NIAH,20141008,NIAH,20141008,1,1980 - 1985,Chariot of Life,,Lower Abbey Street,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,monument,monument,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010300
50010301,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1940,,,Beresford Place,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,post box,post box,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010301
50010302,SURV030,NIAH,20141008,NIAH,20141008,1,1960 - 1970,Liberty Hall,,Eden Quay,Beresford Place,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,office,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010302
50010303,SURV030,NIAH,20141008,NIAH,20141008,1,1760 - 1780,The Pint,28,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010303
50010304,SURV030,NIAH,20141008,NIAH,20141008,1,1890 - 1895,An Oifig Mhuir-Thráchtála/Mercantile Marine Office,26-27,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010304
50010305,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Custom House Global Fund Services Ltd,25,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010305
50010306,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Ronanz,24,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010306
50010307,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,,23,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010307
50010308,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,,22,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010308
50010309,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,The Car Boot Shop,21,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010309
50010310,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Cleopatra Hairdressing/Eden School of English,20,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010310
50010311,SURV030,NIAH,20141008,NIAH,20141008,1,1825 - 1920,Eden House,15-17,Eden Quay,Marlborough Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010311
50010312,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1950,Lefroy House,12-14,Eden Quay,Marlborough Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,hostel (charitable),http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010312
50010313,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Lanigan's,11,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,hotel; public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010313
50010314,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Clifton Court Hotel,10,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010314
50010315,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Eden Quay Casino,9,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,casino,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010315
50010316,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,,3,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,public house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010316
50010317,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Gala,2,Eden Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010317
50010318,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,,1,O'Connell Street Lower,Eden Quay,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010318
